hour_utc,pm25,pm10,no2,o3,so2,pm25_n,pm10_n,no2_n,o3_n,so2_n
2019-07-15T18,105.0,174.334,59.25,43.697,12.55,2,2,2,2,2
2019-07-15T19,71.25,158.0,47.3,152.143,24.75,1,1,1,1,1
2019-07-15T20,74.5,141.5,27.35,55.488,16.65,1,1,1,1,1
2019-07-15T21,61.5,102.25,12.725,37.775,9.533,1,1,1,1,1
2019-07-15T22,25.75,54.25,8.075,44.325,5.55,1,1,1,1,1
2019-07-15T23,20.75,59.75,11.3,34.418,4.025,1,1,1,1,1
2019-07-16T00,15.75,48.0,7.175,45.398,2.95,1,1,1,1,1
2019-07-16T01,12.75,27.5,8.3,61.515,221.6,1,1,1,1,1
2019-07-16T02,15.25,38.5,8.55,66.74,5.0,1,1,1,1,1
2019-07-16T03,16.0,40.0,6.867,70.123,5.133,1,1,1,1,1
2019-07-16T21,19.0,,,,,1,0,0,0,0
2019-07-17T01,23.0,,,,,1,0,0,0,0
2019-07-17T07,,40.0,13.4,69.15,3.1,0,1,1,1,1
2019-07-17T08,13.0,39.333,10.933,87.92,2.533,1,1,1,1,1
2019-07-17T09,15.75,43.25,11.05,106.288,3.233,1,1,1,1,1
2019-07-17T10,24.0,59.0,10.1,106.71,4.8,1,1,1,1,1
2019-07-17T11,23.0,56.333,9.233,95.073,4.6,1,1,1,1,1
2019-07-17T12,20.75,59.25,11.45,74.478,4.95,1,1,1,1,1
2019-07-17T13,30.25,74.25,19.5,66.278,6.0,1,1,1,1,1
2019-07-17T14,51.667,109.25,27.0,52.793,6.85,1,1,1,1,1
2019-07-17T15,74.25,148.0,30.375,39.345,7.767,1,1,1,1,1
2019-07-17T16,86.0,191.25,66.65,8.32,7.775,1,1,1,1,1
2019-07-17T17,66.0,216.667,37.233,20.417,5.633,1,1,1,1,1
2019-07-17T18,50.0,149.0,47.767,19.091,5.466,2,2,2,2,2
2019-07-17T19,52.0,136.5,37.7,27.03,5.175,1,1,1,1,1
2019-07-17T20,56.25,133.75,29.475,40.28,6.275,1,1,1,1,1
2019-07-17T21,41.25,85.5,10.9,36.118,5.867,1,1,1,1,1
2019-07-17T22,12.5,32.5,12.175,38.835,2.7,1,1,1,1,1
2019-07-17T23,15.0,30.5,16.95,29.088,1.4,1,1,1,1,1
2019-07-18T00,17.25,30.25,22.775,26.873,1.75,1,1,1,1,1
2019-07-18T01,15.5,34.0,32.1,34.46,216.5,1,1,1,1,1
2019-07-18T02,21.25,43.0,47.6,34.69,3.575,1,1,1,1,1
2019-07-18T03,32.25,62.5,49.7,22.435,3.167,1,1,1,1,1
2019-07-18T04,27.0,42.5,43.625,32.818,3.0,1,1,1,1,1
